原始链接,评论用户,头像,等级,评论时间,评论内容,评论点赞数,评论回复数,评论类型
https://www.bilibili.com/bangumi/play/ep261461,临轩家的凌雪薇,http://i0.hdslb.com/bfs/face/fbc0724a8db1687a72928fbe06a7c6e1edbeda1b.jpg,5,2019-02-17 18:13:51,我们怕不是同一个历史老师,20,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,cyanツタージャ,https://i0.hdslb.com/bfs/face/6f53137bdaa1b3d66e00c690d49d9e4feefd94b5.jpg,6,2019-04-11 10:32:21,回复 @七月幽兰 :姓杨的有毒[无语],13,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,MersockyFever,https://i2.hdslb.com/bfs/face/d279e45b22b72fbf5922bcbe422d80056821e457.jpg,5,2019-04-20 09:25:26,哈哈哈哈哈哈哈天秀,4,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,一颗小石头a,https://i0.hdslb.com/bfs/face/1d18d008f9d503e34de59f5b3218dcc443e3de75.jpg,5,2019-04-20 11:15:32,可能我这辈子都不会忘辣,4,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,灬陌上花开可缓缓归矣,http://i0.hdslb.com/bfs/face/8ff838a6e080899fb60b7030d1696af8492ff154.jpg,5,2019-04-21 00:09:25,厉害厉害，这么个记忆方法让我简直难以忘记,9,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,huarari32,https://i2.hdslb.com/bfs/face/865da02272ee5cd1169672af1e7202aa88978a5e.jpg,5,2019-04-29 20:15:50,马克思：一巴一巴掌，盖在你脸上,18,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,小王子欸,https://i0.hdslb.com/bfs/face/269c7b4d56c85ac9bbfa9684651aca73bede49f2.jpg,6,2019-04-29 22:16:38,回复 @七月幽兰 :难道我们是同一个老师(=・ω・=),1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,KKKKKKKKais,https://i2.hdslb.com/bfs/face/8b01da37e30352eed72acba4c551cf587801a05d.jpg,6,2019-05-05 17:15:18,今天刚好是五月五日，我刚好点进这个动漫，刚好看到这条评论。,12,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,吊之南九日,https://i1.hdslb.com/bfs/face/e2b9e7fc221554300805a4a0a8988ddcdc42f2a0.jpg,5,2019-05-21 19:48:29,"回复 @七月幽兰 :你不读，你不背……
等等串了……",1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,morning55,http://i1.hdslb.com/bfs/face/12ca7683d04b822c8d32fc80fd259b317e4ab837.jpg,5,2019-06-11 15:15:09,同是五月五生是不是应该很荣幸←_←(强拉联系),7,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,夙溯粟,https://i0.hdslb.com/bfs/face/9e3ab999f860d720ba21bb17dfccbecce4ea2458.jpg,5,2019-06-27 17:35:16,我们可能是同一个老师（滑稽,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,芬顿氧化者,http://i1.hdslb.com/bfs/face/ba12596aa928c1ae1251d8fcc40ed2d9b827234b.jpg,6,2019-07-15 12:12:54,等等，我记得我老师也这么说过[惊讶],4,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,阿鸭克斯,https://i1.hdslb.com/bfs/face/af7488f66b46d31150b046b471e2f1519d8071be.jpg,5,2019-07-17 17:19:05,我们物理老师也是这样让我知道马克思生日的，对，没错，是物理老师,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,独秀淮南一枳花,http://i2.hdslb.com/bfs/face/7fbb46285a2f28cc05fbb791b0b76e5ba2ed7703.jpg,5,2019-07-29 20:23:46,emmm我们老师说过一模一样的话←_←,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,贝爷吃徳爷,https://i1.hdslb.com/bfs/face/2760d97d22c3fc3131935b0707437a0fc2a1b7b4.jpg,5,2019-09-13 00:14:42,为什么要记他生日，他和我又不熟,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,-某魚-,http://i2.hdslb.com/bfs/face/64a72dbf5ecc0bd9a725041bbabe42532059f600.jpg,4,2019-11-07 23:24:39,我们老师也是这么讲的[喜欢],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,暮慕兮夕曦,https://i0.hdslb.com/bfs/face/61747bb8411df5f0163c598b547df5a3db510d81.jpg,5,2019-11-24 16:00:08,我们老师也这样说,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,數學不上125不改名,https://i2.hdslb.com/bfs/face/b02a6e32598b4e12ecebe665977e83530e833007.jpg,5,2020-01-09 19:15:01,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死我了哈哈哈哈哈哈哈,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Arthur_lvy,http://i1.hdslb.com/bfs/face/1e2e0ed5b123ecc00b211b9ac6ef1671a07ee2f1.jpg,4,2020-02-04 01:31:20,我们老师也是这么讲的[tv_doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,孤人席-浅笑,http://i2.hdslb.com/bfs/face/e5822b8280f1c20ba336259d4b3cd7719957c86c.jpg,5,2020-02-11 18:50:48,这个记法好鸭,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,离枝儿,https://i2.hdslb.com/bfs/face/ee39734802802ecdda40b597082e52d1619a129d.jpg,6,2020-02-18 12:38:14,没事我也是5月5日的生日[doge][doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,背叛童话,https://i2.hdslb.com/bfs/face/0cf8106686902d19fda7edeaa2d5546eb13da959.jpg,5,2020-03-19 10:18:10,资本家前面加个黑心更好！合格的资本家我们会接受，但是黑心的资本家我们会告诉他们我们的决心！,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,公仪灵清,https://i0.hdslb.com/bfs/face/73d993c8af85b2c3513cf08c2cdc3efa7cbb089a.jpg,6,2020-03-19 23:55:16,学到了，光速刻进DNA里，这辈子都不会忘了[热词系列_知识增加],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,这就不好搞了,http://i0.hdslb.com/bfs/face/c3ef04ba6c267c41067cd7708b7abd60c0c5c49f.jpg,6,2020-03-24 07:57:47,优秀,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,爱鱼蛋的钱先森,http://i0.hdslb.com/bfs/face/2360a74f279886ae6ebec782672e5d2b314c0ed1.jpg,5,2020-04-08 07:39:44,你老师是不是二中的历史老师,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,钰逆INVERSE,https://i1.hdslb.com/bfs/face/ab0284a6f020c6a04bc25fd34c907297c4c0498b.jpg,6,2020-04-13 12:00:49,不会是一个老师吧哈哈哈哈哈,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,小波的红拂,http://i2.hdslb.com/bfs/face/381547feb16bd42e3c4a05f5e2fb08c87237c245.jpg,5,2020-04-22 23:19:33,不会是同一个老师吧,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,现在我是被发现的华点,http://i0.hdslb.com/bfs/face/0fed5ee025346248a8a35d1c10c7a427f7873312.jpg,5,2020-05-05 16:23:24,哇，我在5月5日不小心刷到了这部番，好巧[星星眼],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,123fightinggirl,http://i2.hdslb.com/bfs/face/2eb3bbe6857e10407ef1b5641908d54d0b117907.jpg,5,2020-05-07 10:52:57,这个好记呀！学到了✧*｡٩(ˊωˋ*)و✧*｡,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,苏晓的唐红嘎,https://i1.hdslb.com/bfs/face/e86d18f02b3d694e37d3f946f71f413b772657c5.jpg,4,2020-05-30 09:16:10,啊，秒记,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,校门口三颗星,http://i1.hdslb.com/bfs/face/718798e631cddcc9b464e912bd6c196feb1dad7d.jpg,5,2020-07-17 15:04:58,回复 @七月幽兰 :你怕不是我同学[微笑],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,寻常不念雨,http://i2.hdslb.com/bfs/face/643b6eab3332120f8bffcc56db5f896603b5654a.jpg,3,2020-08-05 11:30:13,这！我们老师也是这么说的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Morina_様,https://i2.hdslb.com/bfs/face/510f96843d82d1f1b27e745b47a7fc104f1e15ac.jpg,5,2020-10-17 20:48:23,回复 @七月幽兰 :请问姓杨是什么梗？[妙啊],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,我是Cheems,https://i1.hdslb.com/bfs/face/64cfb0501a2d37318b2645a21fcc7134c6a3cc54.jpg,5,2020-11-19 10:48:31,回复 @贝爷吃徳爷 :[喜欢],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,次仲为乌,https://i2.hdslb.com/bfs/face/704e668b2dd72d6b75c428767e2215d9d641886b.jpg,5,2020-12-26 21:02:46,这个好记！我和我同学都记住了！,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,云瑾SMY,https://i1.hdslb.com/bfs/face/d5b938b4d3cdc75cf1ba60cc4b1778d53bc49893.jpg,4,2021-01-07 09:43:32,哈哈哈哈哈哈学到了学到了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,eqann9,https://i0.hdslb.com/bfs/face/73445a1f80f5822cc0acc24e70b892ca3f16e514.jpg,5,2021-01-09 13:14:49,我们的历史老师是同一个吗,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,sherry121676,http://i1.hdslb.com/bfs/face/80ad3bcd1cc1bd8a4816a2d44fd2de585c8634d3.jpg,5,2021-01-25 22:12:24,难道是同一个历史老师？我的历史老师也是这样教我们的！,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,已随风逝去的时间,https://i0.hdslb.com/bfs/face/bbc9bb2ed6bd5cde1e38b460ecd6604393311161.jpg,5,2021-02-03 18:30:30,回复 @贝爷吃徳爷 :你现在的生活就是他带来的,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,贝爷吃徳爷,https://i1.hdslb.com/bfs/face/2760d97d22c3fc3131935b0707437a0fc2a1b7b4.jpg,5,2021-02-03 18:41:19,回复 @bili_66067271695 :...,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,已随风逝去的时间,https://i0.hdslb.com/bfs/face/bbc9bb2ed6bd5cde1e38b460ecd6604393311161.jpg,5,2021-02-03 19:06:17,回复 @贝爷吃徳爷 :这话有错吗？,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,贝爷吃徳爷,https://i1.hdslb.com/bfs/face/2760d97d22c3fc3131935b0707437a0fc2a1b7b4.jpg,5,2021-02-04 00:49:46,回复 @bili_66067271695 :不是有错，是有病，你有你的权谋，我自我有我的道义。先不说理论的对与错，这种二话直接往别人脑子里灌的做法就是本身让人不爽，依你的说法我应该感谢他妈妈，否则就没他，对了，我明确告诉我们今天的生活是革命先烈给的，准确来说，是邓公，否则宝见你可知中国特色这四个字有多重，不要回复我，隔壁马克思学院的老师们什么做派天天看的轻，如果你非要证明你是对的，麻烦去知乎，那里有一群叶公好龙，和掌握真理的人，晚安，祝您新春愉快，多关心粮食疏菜，如果你认为这些话让你不舒服，很抱歉，我给您的建议是，心里黙念三遍我是对的，我是对的，我是对的。请勿回复，谢谢,2,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,竹子超长杆,https://i0.hdslb.com/bfs/face/1e016657b7386be3e33c59d042d430f3783c3681.jpg,5,2021-02-13 09:58:36,我会了[热词系列_知识增加],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,GODEPA,https://i2.hdslb.com/bfs/face/00e8454b51144a8b5b2d3e53018d20d69f521e80.jpg,5,2021-03-11 23:57:17,卧槽，记住了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,经常与周公对弈的棋友,https://i0.hdslb.com/bfs/face/5b7b301e67583c5eb600256e9c2022a387602e03.jpg,6,2021-04-01 11:28:43,太秀了吧,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,卦者那啥子黎明,https://i0.hdslb.com/bfs/face/8515cd16513c68c7428dc0a26feba412a842136f.jpg,5,2021-04-01 22:58:55,谢谢兄弟，这辈子都不会忘了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,卦者那啥子黎明,https://i0.hdslb.com/bfs/face/8515cd16513c68c7428dc0a26feba412a842136f.jpg,5,2021-04-01 23:00:23,回复 @贝爷吃徳爷 :为什么要评论，你跟他又不熟,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,贝爷吃徳爷,https://i1.hdslb.com/bfs/face/2760d97d22c3fc3131935b0707437a0fc2a1b7b4.jpg,5,2021-04-02 05:11:01,回复 @bili_84539782181 :为什么要回复，你和我不熟,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,卦者那啥子黎明,https://i0.hdslb.com/bfs/face/8515cd16513c68c7428dc0a26feba412a842136f.jpg,5,2021-04-02 20:29:04,回复 @贝爷吃徳爷 :因为我想问你,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,贝爷吃徳爷,https://i1.hdslb.com/bfs/face/2760d97d22c3fc3131935b0707437a0fc2a1b7b4.jpg,5,2021-04-02 21:10:56,回复 @bili_84539782181 :因为我想等着被你问,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,卦者那啥子黎明,https://i0.hdslb.com/bfs/face/8515cd16513c68c7428dc0a26feba412a842136f.jpg,5,2021-04-03 13:31:53,回复 @贝爷吃徳爷 :你又不知道我是谁，等我干嘛？,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,贝爷吃徳爷,https://i1.hdslb.com/bfs/face/2760d97d22c3fc3131935b0707437a0fc2a1b7b4.jpg,5,2021-04-03 14:43:58,回复 @bili_84539782181 :你怎么就知道我不知道你是谁？,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,卦者那啥子黎明,https://i0.hdslb.com/bfs/face/8515cd16513c68c7428dc0a26feba412a842136f.jpg,5,2021-04-04 17:13:52,回复 @贝爷吃徳爷 :来，报我身份证号(〜￣△￣)〜,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,小桌搞快点,https://i0.hdslb.com/bfs/face/943e329a60df80e13ab6c79ff15699909e79945e.jpg,3,2021-04-09 20:35:39,对对！我们老师也是这么说的！,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,lloveeeeeee,http://i2.hdslb.com/bfs/face/5edfa2e51557c3351f4b2432528d6317539e2371.jpg,5,2021-04-16 11:05:32,你这脑袋瓜子很爱心我记住了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,55207125768_bili,http://i2.hdslb.com/bfs/face/160f027b176a54e0cd34c3c7c45786532fc814e7.jpg,6,2021-04-21 11:21:30,我老师就是这么说的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,既好吃又易燃,https://i1.hdslb.com/bfs/face/e36b3d100ffa6b41a29a13c50dd47938c1ec1d96.jpg,5,2021-04-30 23:31:37,和我一个生日[给心心],1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,社会民主主义,https://i2.hdslb.com/bfs/face/73d8d4ebc4ad55cb73a6fe54ab8b809dc2901209.jpg,5,2021-05-04 21:49:17,回复 @褙叛童话 :资本家都一样的那有什么黑心不黑心，合格不合格,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,为世间一切美好而战,https://i2.hdslb.com/bfs/face/9244f23e178ad56e27f80e6550ff24e0689ff014.jpg,5,2021-05-05 13:47:29,鬼才记忆法,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,衍佟Toiyen,http://i0.hdslb.com/bfs/face/0ccea9e3fd5dd5ccd1aab8a81a9b0e44ea06f881.jpg,6,2021-05-06 16:41:00,回复 @既好吃又易燃 :生日快乐,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,朴瞌,http://i1.hdslb.com/bfs/face/7fb7fe6d93d4878967bd39dbeca7f89ef59c3904.jpg,2,2021-06-03 21:08:12,在大不列颠那个国度  没有什么可以跟纯正的贵族血统相提并论,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,喰雪汉,https://i0.hdslb.com/bfs/face/f4fccadb00e3a0a8d8e418b6f43eabd5b16b7d53.jpg,5,2021-06-26 19:11:39,哈哈哈哈我们班主任也是这么说的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,肥陈出来吗,https://i1.hdslb.com/bfs/face/18360df0edeb027fcc83cb538b3d27da7f1ccc09.jpg,5,2021-07-05 19:35:23,牛,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,枳㹨,https://i2.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg,4,2021-08-04 22:05:37,一怕，一爬，一爬，爬上山,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,一只精瓷兔,https://i2.hdslb.com/bfs/face/c0113688d465bab5c22aea4169781a2d83b14b02.jpg,4,2021-08-22 01:07:35,这个我在一个节目里看过，可以可以,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,康可辛,https://i0.hdslb.com/bfs/face/ed0131572f7aa04cb420c7d1869d639813e815cd.jpg,4,2021-09-11 23:48:47,哈哈哈,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,晚来天欲落雨,http://i2.hdslb.com/bfs/face/512a80b94efd5c5aa338f9fb2ed24be6cd772e96.jpg,5,2021-09-17 12:07:06,我的马原老师也是这么说的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,这里有www嘛,https://i2.hdslb.com/bfs/face/ff7cedb0e9712e60870611e34b097fbaa6edfeae.jpg,5,2021-09-17 19:23:30,回复 @贝爷吃徳爷 :？你在说什么,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Kleidlinks,https://i1.hdslb.com/bfs/face/8f8dc28eb873da738ecaa1d8b90abdbc07d0495f.jpg,5,2021-09-20 21:51:49,好活,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,慕少艾牌水煮剑子仙迹,http://i1.hdslb.com/bfs/face/f0e8f431a0b836d0e6133f17466f1e4763bb954f.jpg,4,2021-09-21 12:41:13,学会了学会了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,该用户名不知道是啥,https://i1.hdslb.com/bfs/face/786852933a4e16536fc05d743e95e7809c95aa08.jpg,5,2021-09-23 00:41:36,呀哈，我瞬间记住了[星星眼][星星眼][星星眼],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,许峰汇编,https://i0.hdslb.com/bfs/face/b6944f5c618934cb3cddacbc443cb04574edb2ab.jpg,5,2021-09-25 19:18:24,我们老师也是,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,笑死了爷懒得取名字,https://i0.hdslb.com/bfs/face/79a3adc4f408e6147760c886cc7955a459efe909.jpg,5,2021-09-26 21:56:34,我们老师也是hhh[脱单doge][脱单doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,是幺蛾子-,https://i1.hdslb.com/bfs/face/386d70e332f8217dc9810160c0a7d39840e5a47a.jpg,4,2021-09-27 07:44:04,笑死,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,破阵子45,http://i2.hdslb.com/bfs/face/3702b34e1d67547fee13bdc114f9394df912de3f.jpg,5,2021-10-01 00:07:41,我们怕不是一个老师[无语],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,国家一级发大水运动员,https://i1.hdslb.com/bfs/face/1285336bf1cdbe302e65e1dcf612494c576be3d5.jpg,5,2021-10-02 11:54:41,笑死了哈哈哈哈[脱单doge][脱单doge][脱单doge][脱单doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,御坂19194号,https://i0.hdslb.com/bfs/face/75d92650324a20f561f7573ee98e13188fe67a7f.jpg,4,2021-10-16 13:12:20,卧槽，牛逼,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,羽羽叶叶子,http://i0.hdslb.com/bfs/face/fc52d76e003c2a0ca05eefa95022269cc7dcb940.jpg,4,2021-10-31 20:12:12,绝了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,李耳竟是我自己,https://i0.hdslb.com/bfs/face/eef46c77c959230c91a685b7909afc4e273d1e25.jpg,5,2021-11-06 12:24:10,我们历史老师第一次见到我们的时候就这么说的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,盛装出席未来,https://i2.hdslb.com/bfs/face/171dfe26aae965d968d0f6aa83715ca0c98b53ff.jpg,5,2021-11-25 21:00:56,我也听过[热词系列_妙啊],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,此号已删,https://i1.hdslb.com/bfs/face/b6ecf9d2648245fedc92b89fd4e41cf79b63a03e.jpg,5,2021-12-12 21:03:25,我爸也5.5生日,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,孙儒雅不随和,https://i2.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg,4,2021-12-19 14:59:28,回复 @八月半灬 :我老师也用家乡方言这么说的[doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,lssqkdf,https://i2.hdslb.com/bfs/face/153eea980cc87ea9f667f316eb7b6e678d7fea5f.jpg,4,2022-01-01 19:25:54,回复 @贝爷吃徳爷 :要考,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Ivy是个大憨憨,https://i0.hdslb.com/bfs/face/779ef7bf4abef2b4eafc5545d03911653433016b.jpg,4,2022-01-11 20:04:18,牛逼牛逼！,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,米果是只鸽子,https://i2.hdslb.com/bfs/face/5868ef4bcc8120b4a346b5431b134761520dc59d.jpg,3,2022-01-22 17:51:00,我也是[脸红],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,UEITIXIXX,https://i2.hdslb.com/bfs/face/8c216a98ad9f9fc486e70bfb7d4fa45fd382b950.jpg,5,2022-01-30 11:36:09,回复 @贝爷吃徳爷 :？宁在干什么,1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,没名字取的萌新,https://i0.hdslb.com/bfs/face/b440cecae6d564f4b2a4047d1a3c3fa5267a0736.jpg,3,2022-02-15 08:51:08,我们老师也喜欢这么干,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,账号已注销,https://i0.hdslb.com/bfs/face/member/noface.jpg,0,2022-02-20 14:02:31,我们老师说这是她的老师教给她的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,斥罪-裁决,https://i1.hdslb.com/bfs/face/f027717e7a1e7f0422f556e6130625df263ebbc0.jpg,5,2022-02-24 23:39:07,我们老师也是[来古-注意],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,五年高考三年暴毙,https://i1.hdslb.com/bfs/face/c2483543d211f8a29a040315e9b7599d5a9848e0.jpg,4,2022-03-17 10:00:22,[热词系列_知识增加],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Yh阿福托N,http://i2.hdslb.com/bfs/face/0a919cc56ff07d92d028c5994bf8eeeb5f5a17ed.jpg,5,2022-04-12 11:38:21,我的初中生物老师也是这么跟我说的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Asgard-Lokiday,https://i0.hdslb.com/bfs/face/1adf9100079644b3ffe53f8cb2fa13ad57ec7417.jpg,5,2022-04-27 21:07:52,我也是5月5号的生日[大哭][打call],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Kocmoclasy,https://i0.hdslb.com/bfs/face/12e11340acc05eceb9d759bd0f353745e056f370.jpg,4,2022-04-28 15:58:29,俺老师也一样哈哈哈,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,熹微--------,https://i0.hdslb.com/bfs/face/f16c406b5c8b146fca0b77530d4df5ae808a8c7b.jpg,4,2022-05-03 19:08:00,就命，我们马原老师也这么教的,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,一只狗在秀,https://i0.hdslb.com/bfs/face/member/noface.jpg,5,2022-05-20 01:31:12,我生日也是5月5,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,临泽图新,https://i2.hdslb.com/bfs/face/54bf6546e2c718e0e8094cbde86348210870bacb.jpg,6,2022-07-01 22:09:25,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,萌皮特猪2019,https://i0.hdslb.com/bfs/face/378a039a2232bf52bf5e98c722a3f011ded348ed.jpg,4,2022-08-16 12:34:21,跟我们老师说的一模一样,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,酸菜鱼星人,https://i1.hdslb.com/bfs/face/f2d64e220d968f4a9a3f5f7c2972362e707233c6.jpg,3,2022-09-02 08:35:47,谢谢你，我也记住了[脱单doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,_皎皎云间月_,https://i0.hdslb.com/bfs/face/d22a60558a8d27eda7bece8caa08fc60835bd886.jpg,4,2022-09-24 19:01:26,我们的历史老师是不是同一个[doge],1,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,孤殇客,https://i1.hdslb.com/bfs/face/8019eca41aa045b5bddb9d92944ad6ba65966fbc.jpg,5,2022-10-21 13:36:08,好形象，一下就记住了,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,东征西讨南下北伐,https://i1.hdslb.com/bfs/face/68f6669a8332515d960abc591e19b63700449c6e.jpg,3,2022-11-01 18:33:51,@live雪霜,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,蘑菇斯mushroom,https://i1.hdslb.com/bfs/face/99d7dcf64724bc484b5a1036bffe654f868f1a01.jpg,3,2022-11-02 06:52:59,谢谢你，背诵侠[脱单doge],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,浑水摸鱼小白兔,https://i0.hdslb.com/bfs/face/a12f308ee1c1455b4280be8ddebe232602085242.jpg,2,2022-11-07 19:30:18,回复 @贝爷吃徳爷 :刚才偏向于输出了，如果让你不适我很抱歉，我思路不是很清楚，字有亿点多，看着就行，因为我发现这是去年的评论，不知道你的思想有没有转变，你可以随便回复，我没意见╮(￣▽￣)╭，当然我不一定会看。就这样吧，我不想把这部番的评论搞臭……_(:з」∠)_,0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,康米主义的承太郎,https://i0.hdslb.com/bfs/face/member/noface.jpg,3,2022-11-09 20:37:59,马克思去世的时间我们老师是让我串这近代史背的，就……就很尴尬，那年正好是中法战争，于是我们同学便有了个恶趣味的说法，中法战争打死了马克思[藏狐][藏狐][藏狐][热][热][热][热],0,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,sz47,http://i0.hdslb.com/bfs/face/a7269af3c592a491b0db76c3e2498e4b6c621f19.jpg,6,2019-01-28 19:33:54,“我们并不总是能够选择我们自认为适合的职业；我们在社会上的关系，还在我们有能力对它们起决定性影响以前就已经在某种程度上开始确立了。”马克思,20615,109,主评论
https://www.bilibili.com/bangumi/play/ep261461,周美灵是我大姐头,https://i2.hdslb.com/bfs/face/3938fead19eab7c50df042304f52e294cf350ecb.jpg,6,2019-01-28 19:34:32,抬一手 就知道会有你,127,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,sz47,http://i0.hdslb.com/bfs/face/a7269af3c592a491b0db76c3e2498e4b6c621f19.jpg,6,2019-01-28 19:34:32,马克思的毕业文章，有才(｀・ω・´),159,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,Jefse,https://i2.hdslb.com/bfs/face/0971956dbefc1cbbfb8324a853f5f8880dfa015e.jpg,6,2019-01-28 19:34:38,又是你,12,0,子评论
https://www.bilibili.com/bangumi/play/ep261461,字标,https://i0.hdslb.com/bfs/face/7d2fa7f9bccdcc0c098ecf5235c59b2fd12d3908.jpg,5,2019-01-28 19:34:44,马克思nb！,3,0,子评论
